Param	% Change in param	Fdiff	Pdiff	Adiff	Udiff
gamma	-2.0	0.0	0.0	0.0	0.0
gamma	-1.0	0.0	0.0	0.0	0.0
gamma	0.0	0.0	0.0	0.0	0.0
gamma	1.0	0.0	0.0	0.0	0.0
gamma	2.0	0.0	0.0	0.0	0.0
gamma	3.0	0.0	0.0	0.0	0.0
gamma	4.0	0.0	0.0	0.0	0.0
gamma	5.0	0.0	0.0	0.0	0.0
gamma	6.0	0.0	0.0	0.0	0.0
gamma	7.0	0.0	0.0	0.0	0.0
gamma	8.0	0.0	0.0	0.0	0.0
gamma	9.0	0.0	0.0	0.0	0.0
gamma	10.0	0.0	0.0	0.0	0.0
Kc	-10.0	0.02154734706737879	0.031007157975008474	-0.05255450504238868	0.0
Kc	-9.0	0.01939261236064102	0.027906442177508376	-0.047299054538149754	0.0
Kc	-8.0	0.01723787765390325	0.02480572638000741	-0.04204360403391094	0.0
Kc	-7.0	0.01508314294716498	0.021705010582506654	-0.03678815352967213	0.0
Kc	-6.0	0.012928408240426487	0.018604294785004933	-0.031532703025433206	0.0
Kc	-5.0	0.01077367353368977	0.015503578987504523	-0.026277252521194172	0.0
Kc	-4.0	0.008618938826951528	0.012402863190002156	-0.02102180201695547	0.0
Kc	-3.0	0.006464204120214034	0.009302147392502676	-0.01576635151271666	0.0
Kc	-2.0	0.004309469413476208	0.006201431595001694	-0.010510901008477846	0.0
Kc	-1.0	0.0021547347067371325	0.003100715797499695	-0.005255450504238812	0.0
Kc	0.0	0.0	0.0	0.0	0.0
Kc	1.0	-0.002154734706737854	-0.003100715797501045	0.005255450504238812	0.0
Kc	2.0	-0.004309469413476791	-0.006201431595001496	0.010510901008477846	0.0
Kc	3.0	-0.006464204120212869	-0.0093021473925023	0.01576635151271688	0.0
Kc	4.0	-0.008618938826952499	-0.01240286319000287	0.02102180201695547	0.0
Kc	5.0	-0.010773673533691713	-0.015503578987504854	0.026277252521194505	0.0
Kc	6.0	-0.012928408240426764	-0.018604294785006126	0.03153270302543332	0.0
Kc	7.0	-0.015083142947166311	-0.021705010582507307	0.03678815352967235	0.0
Kc	8.0	-0.017237877653903694	-0.024805726380008136	0.042043604033911164	0.0
Kc	9.0	-0.019392612360641576	-0.027906442177509656	0.047299054538149865	0.0
Kc	10.0	-0.021547347067381095	-0.031007157975008942	0.0525545050423889	0.0
rp	-10.0	-3.3159441496066755E-5	3.315915804772557E-5	0.0	-2.200323256928982E-14
rp	-9.0	-1.1900520850760543E-5	1.1900418893553977E-5	0.0	-1.5661083541118614E-14
rp	-8.0	-2.993588874011799E-8	2.9935639057898644E-8	0.0	-1.136590821460004E-14
rp	-7.0	5.412337245047638E-15	-6.245004513516506E-16	0.0	-7.847889005319075E-15
rp	-6.0	1.8596235662471372E-15	2.0816681711721685E-17	0.0	-5.6343818499726694E-15
rp	-5.0	1.1934897514720433E-15	1.0651202142497596E-15	0.0	-3.642919299551295E-15
rp	-4.0	1.0269562977782698E-15	3.642919299551295E-16	0.0	-2.3939183968479938E-15
rp	-3.0	-1.27675647831893E-15	1.016547956922409E-15	0.0	-1.7277845820728999E-15
rp	-2.0	-8.326672684688674E-16	-1.6167622796103842E-15	0.0	-6.800116025829084E-16
rp	-1.0	-1.6930901125533637E-15	-9.749145934989656E-16	0.0	-5.828670879282072E-16
rp	0.0	0.0	0.0	0.0	0.0
rp	1.0	-1.5265566588595902E-15	-2.0192181260370035E-15	0.0	3.0531133177191805E-16
rp	2.0	-1.942890293094024E-15	-7.979727989493313E-17	0.0	4.718447854656915E-16
rp	3.0	-8.326672684688674E-16	1.0130785099704553E-15	0.0	4.440892098500626E-16
rp	4.0	-1.942890293094024E-15	3.5388358909926865E-16	0.0	6.869504964868156E-16
rp	5.0	-2.192690473634684E-15	-1.1518563880486E-15	0.0	7.28583859910259E-16
rp	6.0	-2.192690473634684E-15	5.551115123125783E-17	0.0	7.355227538141662E-16
rp	7.0	-2.275957200481571E-15	3.0878077872387166E-16	0.0	8.257283745649602E-16
rp	8.0	-2.8033131371785203E-15	-1.7555401576885288E-15	0.0	6.869504964868156E-16
rp	9.0	-2.525757381022231E-15	-6.869504964868156E-16	0.0	7.7021722333370235E-16
rp	10.0	-2.9698465908722937E-15	-9.818534874028728E-16	0.0	7.28583859910259E-16
tIy	-10.0	-7.564875901941437E-4	7.564861858889507E-4	0.0	0.0
tIy	-9.0	-6.892082645603703E-4	6.892068538364229E-4	0.0	0.0
tIy	-8.0	-6.017983825129802E-4	6.017970216823758E-4	0.0	0.0
tIy	-7.0	-4.891159550173274E-4	4.891147286705706E-4	0.0	0.0
tIy	-6.0	-3.4694630102899415E-4	3.469453298290161E-4	0.0	0.0
tIy	-5.0	-1.7863271873241882E-4	1.7863215275227412E-4	0.0	0.0
tIy	-4.0	-2.1118895868310616E-5	2.1118818120863248E-5	0.0	0.0
tIy	-3.0	3.3306690738754696E-16	1.4953316362920077E-15	0.0	0.0
tIy	-2.0	-4.996003610813204E-16	-1.6653345369377348E-16	0.0	0.0
tIy	-1.0	-9.159339953157541E-16	-5.516420653606247E-16	0.0	0.0
tIy	0.0	0.0	0.0	0.0	0.0
tIy	1.0	-5.700221521495741E-5	5.7001604969065395E-5	0.0	0.0
tIy	2.0	-9.007606869786688E-4	9.007495105755325E-4	0.0	0.0
tIy	3.0	-0.0024639614406399835	0.0024639272728370007	0.0	0.0
tIy	4.0	-0.004666885103344898	0.0046668143037383834	0.0	0.0
tIy	5.0	-0.007504818678876285	0.007504695673161407	0.0	0.0
tIy	6.0	-0.010993718295104538	0.01099352501303327	0.0	0.0
tIy	7.0	-0.015148888149678047	0.015148603593788872	0.0	0.0
tIy	8.0	-0.0199677565742373	0.019967356574266636	0.0	0.0
tIy	9.0	-0.025422473772881815	0.025421930886856955	0.0	0.0
tIy	10.0	-0.0314599178012846	0.03145920130314614	0.0	0.0
zeta	-10.0	0.005029121409226456	-0.005029121409226862	0.0	0.0
zeta	-9.0	0.004526209268304049	-0.0045262092683044375	0.0	0.0
zeta	-8.0	0.0040232971273818086	-0.0040232971273818675	0.0	0.0
zeta	-7.0	0.003520384986458819	-0.003520384986458805	0.0	0.0
zeta	-6.0	0.003017472845535135	-0.003017472845536863	0.0	0.0
zeta	-5.0	0.002514560704613311	-0.002514560704613429	0.0	0.0
zeta	-4.0	0.0020116485636889614	-0.00201164856369113	0.0	0.0
zeta	-3.0	0.0015087364227678313	-0.0015087364227670437	0.0	0.0
zeta	-2.0	0.0010058242818453411	-0.0010058242818450913	0.0	0.0
zeta	-1.0	5.029121409202142E-4	-5.029121409226879E-4	0.0	0.0
zeta	0.0	0.0	0.0	0.0	0.0
zeta	1.0	-5.029121409234338E-4	5.029121409226393E-4	0.0	0.0
zeta	2.0	-0.0010058242818460073	0.001005824281846042	0.0	0.0
zeta	3.0	-0.0015087364227691635	0.0015087364227690109	0.0	0.0
zeta	4.0	-0.0020116485636916537	0.002011648563691501	0.0	0.0
zeta	5.0	-0.0025145607046133944	0.0025145607046143416	0.0	0.0
zeta	6.0	-0.003017472845538438	0.003017472845537071	0.0	0.0
zeta	7.0	-0.0035203849864603454	0.003520384986459152	0.0	0.0
zeta	8.0	-0.004023297127381892	0.004023297127382093	0.0	0.0
zeta	9.0	-0.004526209268304299	0.004526209268304927	0.0	0.0
zeta	10.0	-0.005029121409227899	0.0050291214092282495	0.0	0.0
s	-10.0	0.005029121409226456	5.587912676925759E-4	0.0	-0.005587912676919271
s	-9.0	0.004526209268304049	5.029121409226393E-4	0.0	-0.005029121409227552
s	-8.0	0.0040232971273818086	4.470330141531191E-4	0.0	-0.004470330141535465
s	-7.0	0.003520384986458819	3.9115388738473686E-4	0.0	-0.0039115388738436285
s	-6.0	0.003017472845535135	3.352747606162332E-4	0.0	-0.0033527476061514933
s	-5.0	0.002514560704613311	2.7939563384614396E-4	0.0	-0.002793956338459816
s	-4.0	0.0020116485636889614	2.2351650707779294E-4	0.0	-0.002235165070767875
s	-3.0	0.0015087364227678313	1.6763738030803332E-4	0.0	-0.001676373803075698
s	-2.0	0.0010058242818453411	1.1175825353863106E-4	0.0	-0.0011175825353838958
s	-1.0	5.029121409202142E-4	5.587912677010656E-5	0.0	-5.587912676919549E-4
s	0.0	0.0	0.0	0.0	0.0
s	1.0	-5.029121409234338E-4	-5.587912676892695E-5	0.0	5.587912676918438E-4
s	2.0	-0.0010058242818460073	-1.1175825353820432E-4	0.0	0.0011175825353839097
s	3.0	-0.0015087364227691635	-1.6763738030738107E-4	0.0	0.0016763738030757397
s	4.0	-0.0020116485636916537	-2.2351650707656476E-4	0.0	0.002235165070767778
s	5.0	-0.0025145607046133944	-2.793956338453703E-4	0.0	0.002793956338459358
s	6.0	-0.003017472845538438	-3.3527476061425907E-4	0.0	0.0033527476061515
s	7.0	-0.0035203849864603454	-3.9115388738403256E-4	0.0	0.003911538873843344
s	8.0	-0.004023297127381892	-4.470330141533724E-4	0.0	0.00447033014153516
s	9.0	-0.004526209268304299	-5.029121409226879E-4	0.0	0.005029121409227129
s	10.0	-0.005029121409227899	-5.587912676917502E-4	0.0	0.005587912676919084
tIp	-10.0	-0.014546634188979835	0.014546516358462606	0.0	-2.2121193765656244E-14
tIp	-9.0	-0.01229624148782879	0.01229613884820788	0.0	-1.572353358625378E-14
tIp	-8.0	-0.010102353688108995	0.010102266688042916	0.0	-1.131733595727269E-14
tIp	-7.0	-0.008013265227954314	0.00801319398995647	0.0	-7.889522368742519E-15
tIp	-6.0	-0.006074560194638229	0.006074504473891011	0.0	-5.6066262743570405E-15
tIp	-5.0	-0.004325161678695316	0.004325120829069901	0.0	-3.878841692284141E-15
tIp	-4.0	-0.0027975193758288663	0.0027974922971580884	0.0	-2.4494295480792516E-15
tIp	-3.0	-0.0015250767966482615	0.0015250618040178153	0.0	-1.6653345369377348E-15
tIp	-2.0	-5.592856304321436E-4	5.592801415128905E-4	0.0	-8.465450562766819E-16
tIp	-1.0	-1.80493975293905E-5	1.804922609162027E-5	0.0	-2.5673907444456745E-16
tIp	0.0	0.0	0.0	0.0	0.0
tIp	1.0	0.0	-7.979727989493313E-17	0.0	2.220446049250313E-16
tIp	2.0	-1.4432899320127035E-15	1.0547118733938987E-15	0.0	5.273559366969494E-16
tIp	3.0	-7.494005416219807E-16	-3.469446951953614E-16	0.0	5.342948306008566E-16
tIp	4.0	-3.219646771412954E-15	1.2281842209915794E-15	0.0	5.134781488891349E-16
tIp	5.0	-5.796678911013098E-5	5.7966465989291865E-5	0.0	5.898059818321144E-16
tIp	6.0	-2.0115058147407439E-4	2.0114947513174414E-4	0.0	7.563394355258879E-16
tIp	7.0	-3.429322742637686E-4	3.429303881404E-4	0.0	9.298117831235686E-16
tIp	8.0	-4.663627949183513E-4	4.6636021325525967E-4	0.0	8.881784197001252E-16
tIp	9.0	-5.692298880015656E-4	5.692267062109672E-4	0.0	9.853229343548264E-16
tIp	10.0	-6.533473487253805E-4	6.533436558809336E-4	0.0	9.159339953157541E-16
c0	-10.0	0.006235264474354629	0.009228315026377738	-0.01546357950078503	0.0
c0	-9.0	0.005611738029972724	0.008305483520686986	-0.013917221550706516	0.0
c0	-8.0	0.004988211585589042	0.00738265201499555	-0.01237086360062789	0.0
c0	-7.0	0.004364685141208635	0.006459820509303781	-0.010824505650549598	0.0
c0	-6.0	0.003741158696831254	0.005536989003610701	-0.009278147700470973	0.0
c0	-5.0	0.0031176322524478217	0.004614157497919932	-0.007731789750392459	0.0
c0	-4.0	0.0024941058080657497	0.0036913259922285446	-0.006185431800313945	0.0
c0	-3.0	0.0018705793636803192	0.002768494486537345	-0.004639073850235431	0.0
c0	-2.0	0.0012470529193006341	0.0018456629808445042	-0.003092715900156917	0.0
c0	-1.0	6.235264749226976E-4	9.228314751534954E-4	-0.001546357950078403	0.0
c0	0.0	0.0	0.0	0.0	0.0
c0	1.0	-6.340067595333454E-4	-9.123511905462338E-4	0.001546357950078514	0.0
c0	2.0	-0.0012680135190642483	-0.0018247023810903928	0.003092715900157139	0.0
c0	3.0	-0.0019020202785971774	-0.0027370535716387742	0.004639073850235542	0.0
c0	4.0	-0.0025360270381306893	-0.0036494047621853203	0.006185431800314056	0.0
c0	5.0	-0.003170033797661176	-0.004561755952731301	0.007731789750392681	0.0
c0	6.0	-0.0038040405571924396	-0.00547410714327894	0.009278147700471195	0.0
c0	7.0	-0.0044380473167259515	-0.0063864583338238586	0.01082450565054971	0.0
c0	8.0	-0.005072054076259075	-0.0072988095243704705	0.012370863600628113	0.0
c0	9.0	-0.005706060835789756	-0.008211160714917237	0.013917221550706627	0.0
c0	10.0	-0.006340067595322546	-0.009123511905462994	0.01546357950078514	0.0
rc	-10.0	2.169209256663862E-12	3.1231857378077876E-12	-5.293099292202896E-12	0.0
rc	-9.0	1.6043832928858137E-12	2.309371444075836E-12	-3.914424340223377E-12	0.0
rc	-8.0	1.1775580510686723E-12	1.6945160552506167E-12	-2.8731461654274426E-12	0.0
rc	-7.0	8.550937735662956E-13	1.231504481724599E-12	-2.0868862193879067E-12	0.0
rc	-6.0	6.120659534758488E-13	8.811007479181399E-13	-1.492916901213448E-12	0.0
rc	-5.0	4.2904568786639175E-13	6.153792753149645E-13	-1.0441647546599597E-12	0.0
rc	-4.0	2.8801960816338124E-13	4.159068922593434E-13	-7.054357098468245E-13	0.0
rc	-3.0	1.8204882046291004E-13	2.6379939899179305E-13	-4.4941828036826337E-13	0.0
rc	-2.0	1.0472178679776789E-13	1.5039358647328527E-13	-2.561284517810236E-13	0.0
rc	-1.0	4.596323321948148E-14	6.444150768558643E-14	-1.1035616864774056E-13	0.0
rc	0.0	0.0	0.0	0.0	0.0
rc	1.0	-3.497202527569243E-14	-5.082739784612045E-14	8.337774914934926E-14	0.0
rc	2.0	-6.11455330812305E-14	-8.628514569508638E-14	1.461053500406706E-13	0.0
rc	3.0	-7.982503547054876E-14	-1.1286804824095498E-13	1.936228954946273E-13	0.0
rc	4.0	-9.528489108845406E-14	-1.365609014758462E-13	2.297051437949449E-13	0.0
rc	5.0	-1.056932319443149E-13	-1.5111523143929162E-13	2.566835632933362E-13	0.0
rc	6.0	-1.151023720780131E-13	-1.6307094563572377E-13	2.772226892489016E-13	0.0
rc	7.0	-1.1937673072281996E-13	-1.7318438350066856E-13	2.9265478929119126E-13	0.0
rc	8.0	-1.2581602426564586E-13	-1.802342997070383E-13	3.042011087472929E-13	0.0
rc	9.0	-1.2864709297844001E-13	-1.852823450221308E-13	3.1319391524675666E-13	0.0
rc	10.0	-1.3128387266192476E-13	-1.886407696716219E-13	3.197442310920451E-13	0.0
beta	-10.0	0.0	0.0	0.0	0.0
beta	-9.0	0.0	0.0	0.0	0.0
beta	-8.0	0.0	0.0	0.0	0.0
beta	-7.0	0.0	0.0	0.0	0.0
beta	-6.0	0.0	0.0	0.0	0.0
beta	-5.0	0.0	0.0	0.0	0.0
beta	-4.0	0.0	0.0	0.0	0.0
beta	-3.0	0.0	0.0	0.0	0.0
beta	-2.0	0.0	0.0	0.0	0.0
beta	-1.0	0.0	0.0	0.0	0.0
beta	0.0	0.0	0.0	0.0	0.0
beta	1.0	0.0	0.0	0.0	0.0
beta	2.0	0.0	0.0	0.0	0.0
beta	3.0	0.0	0.0	0.0	0.0
beta	4.0	0.0	0.0	0.0	0.0
beta	5.0	0.0	0.0	0.0	0.0
beta	6.0	0.0	0.0	0.0	0.0
beta	7.0	0.0	0.0	0.0	0.0
beta	8.0	0.0	0.0	0.0	0.0
beta	9.0	0.0	0.0	0.0	0.0
beta	10.0	0.0	0.0	0.0	0.0
delta	-10.0	0.0	0.0	0.0	0.0
delta	-9.0	0.0	0.0	0.0	0.0
delta	-8.0	0.0	0.0	0.0	0.0
delta	-7.0	0.0	0.0	0.0	0.0
delta	-6.0	0.0	0.0	0.0	0.0
delta	-5.0	0.0	0.0	0.0	0.0
delta	-4.0	0.0	0.0	0.0	0.0
delta	-3.0	0.0	0.0	0.0	0.0
delta	-2.0	0.0	0.0	0.0	0.0
delta	-1.0	0.0	0.0	0.0	0.0
delta	0.0	0.0	0.0	0.0	0.0
delta	1.0	0.0	0.0	0.0	0.0
delta	2.0	0.0	0.0	0.0	0.0
delta	3.0	0.0	0.0	0.0	0.0
delta	4.0	0.0	0.0	0.0	0.0
delta	5.0	0.0	0.0	0.0	0.0
delta	6.0	0.0	0.0	0.0	0.0
delta	7.0	0.0	0.0	0.0	0.0
delta	8.0	0.0	0.0	0.0	0.0
delta	9.0	0.0	0.0	0.0	0.0
delta	10.0	0.0	0.0	0.0	0.0
tIc	-10.0	-5.519333928660497E-4	5.519280649141298E-4	2.8743674107545303E-13	0.0
tIc	-9.0	-4.036717220997632E-4	4.0366782175588894E-4	2.76445533131664E-13	0.0
tIc	-8.0	-2.658201755814382E-4	2.6581760862060336E-4	2.6334490144108713E-13	0.0
tIc	-7.0	-1.455532377911961E-4	1.455518356680112E-4	2.475797344914099E-13	0.0
tIc	-6.0	-5.20156699956309E-5	5.2015171210881284E-5	2.2881696537524476E-13	0.0
tIc	-5.0	-4.0971021700308974E-7	4.097061146283998E-7	2.0594637106796654E-13	0.0
tIc	-4.0	-7.308043059595093E-14	-1.0539485950644689E-13	1.7863488466218769E-13	0.0
tIc	-3.0	-5.94246873930615E-14	-8.766251613501197E-14	1.45328193923433E-13	0.0
tIc	-2.0	-4.41591208044656E-14	-6.376149608300352E-14	1.056932319443149E-13	0.0
tIc	-1.0	-2.450817326860033E-14	-3.3650165986998104E-14	5.773159728050814E-14	0.0
tIc	0.0	0.0	0.0	0.0	0.0
tIc	1.0	2.7949864644938316E-14	4.0793757261070596E-14	-6.94999613415348E-14	0.0
tIc	2.0	6.186717804723685E-14	9.026807079592913E-14	-1.5332179970073412E-13	0.0
tIc	3.0	1.0375034165122088E-13	1.4915152446448587E-13	-2.540190280342358E-13	0.0
tIc	4.0	1.5343282200319663E-13	2.21843377001818E-13	-3.7558844923069046E-13	0.0
tIc	5.0	2.123301534595612E-13	3.079481114554028E-13	-5.218048215738236E-13	0.0
tIc	6.0	2.8660407380698416E-13	4.1136538619923613E-13	-6.983302824892235E-13	0.0
tIc	7.0	3.725353359129713E-13	5.367234434672241E-13	-9.103828801926284E-13	0.0
tIc	8.0	4.781175455548237E-13	6.875368330216958E-13	-1.1658451981588769E-12	0.0
tIc	9.0	-1.4125380010276967E-5	1.412526800559713E-5	-1.4737100428874328E-12	0.0
tIc	10.0	-4.2732659489147506E-5	4.2732316587211494E-5	-1.8441914662048475E-12	0.0
