Param	% Change in param	Fdiff	Pdiff	Adiff	Udiff
p0	-10.0	6.959284598641313E-4	0.0012570754032203597	-0.0019530038631393465	0.0
p0	-9.9	6.889691755715688E-4	0.0012445046488840372	-0.0019334738245077032	0.0
p0	-9.8	6.820098912787564E-4	0.0012319338945459592	-0.001913943785876504	0.0
p0	-9.700000000000001	6.750506069858886E-4	0.0012193631402091301	-0.0018944137472450828	0.0
p0	-9.6	6.680913226895513E-4	0.0012067923858690918	-0.0018748837086136616	0.0
p0	-9.5	6.611320383972941E-4	0.0011942216315329497	-0.0018553536699824624	0.0
p0	-9.4	6.541727541062581E-4	0.0011816508771955378	-0.0018358236313509302	0.0
p0	-9.3	6.472134698152499E-4	0.0011690801228580426	-0.00181629359271962	0.0
p0	-9.200000000000001	6.402541855176913E-4	0.0011565093685196245	-0.0017967635540880877	0.0
p0	-9.1	6.332949012250455E-4	0.001143938614182341	-0.0017772335154567775	0.0
p0	-9.0	6.263356169339263E-4	0.0011313678598449915	-0.0017577034768252453	0.0
p0	-8.9	6.193763326402535E-4	0.0011187971055073957	-0.001738173438193824	0.0
p0	-8.8	6.12417048342695E-4	0.001106226351168027	-0.0017186433995625139	0.0
p0	-8.700000000000001	6.054577640532688E-4	0.001093655596831944	-0.0016991133609310927	0.0
p0	-8.6	5.984984797619275E-4	0.001081084842495278	-0.0016795833222997825	0.0
p0	-8.5	5.915391954661176E-4	0.0010685140881567766	-0.0016600532836684723	0.0
p0	-8.4	5.845799111736383E-4	0.0010559433338182891	-0.001640523245037051	0.0
p0	-8.3	5.776206268814643E-4	0.0010433725794803776	-0.0016209932064055188	0.0
p0	-8.2	5.70661342585238E-4	0.0010308018251446206	-0.0016014631677742086	0.0
p0	-8.1	5.637020582928975E-4	0.0010182310708060117	-0.0015819331291427874	0.0
p0	-8.0	5.567427739999187E-4	0.0010056603164669414	-0.0015624030905113662	0.0
p0	-7.9	5.497834897072729E-4	9.930895621318853E-4	-0.001542873051879834	0.0
p0	-7.8	5.428242054138221E-4	9.805188077934845E-4	-0.0015233430132485237	0.0
p0	-7.7	5.358649211188449E-4	9.679480534565861E-4	-0.0015038129746172135	0.0
p0	-7.6000000000000005	5.28905636823257E-4	9.553772991173319E-4	-0.0014842829359857923	0.0
p0	-7.5	5.219463525324708E-4	9.428065447802877E-4	-0.0014647528973544821	0.0
p0	-7.4	5.149870682424063E-4	9.30235790443993E-4	-0.001445222858723172	0.0
p0	-7.3	5.080277839478731E-4	9.176650361052315E-4	-0.0014256928200917507	0.0
p0	-7.2	5.010684996536174E-4	9.050942817695265E-4	-0.0014061627814602184	0.0
p0	-7.1000000000000005	4.941092153597226E-4	8.92523527430595E-4	-0.0013866327428287972	0.0
p0	-7.0	4.8714993106754867E-4	8.799527730929992E-4	-0.001367102704197487	0.0
p0	-6.9	4.8019064677523593E-4	8.67382018754425E-4	-0.0013475726655659548	0.0
